Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
7 Series,2012,Middle East,Grey,Petrol,Automatic,3.5,42833,49592,Low,92133.0
5 Series,2023,Africa,Red,Hybrid,Manual,3.9,142880,108723,Low,37192.0
7 Series,2023,Europe,White,Diesel,Manual,2.0,12124,73635,High,88026.0
X6,2014,Africa,Red,Hybrid,Manual,4.3,44254,114139,High,67697.0
M5,2014,Asia,Black,Electric,Automatic,2.4,137739,71865,Low,107472.0
X5,2013,North America,White,Electric,Manual,3.9,74042,114406,Low,56741.0
X6,2016,Asia,Grey,Petrol,Manual,3.8,51922,41054,High,64720.0
M5,2017,Africa,Black,Hybrid,Manual,1.7,32224,77172,Low,105002.0
X6,2014,North America,Black,Petrol,Automatic,4.3,27741,85317,Low,67909.0
X1,2024,Asia,Black,Diesel,Manual,3.2,66821,112195,Low,39984.0
X5,2018,Asia,Red,Petrol,Automatic,2.9,104339,45104,High,56333.0
X3,2016,Middle East,Silver,Petrol,Automatic,2.7,120736,88144,High,40183.0
X5,2022,Africa,Grey,Diesel,Automatic,4.1,188346,89772,High,58389.0
M3,2017,Africa,Red,Electric,Manual,4.7,193077,86714,Low,74245.0
3 Series,2019,North America,White,Electric,Automatic,3.9,75938,46258,High,36415.0
X3,2022,North America,White,Electric,Automatic,5.0,144921,111071,High,42091.0
M5,2022,Africa,White,Petrol,Automatic,3.0,58788,92253,Low,113939.0
5 Series,2015,North America,White,Petrol,Manual,2.9,15258,92959,Low,37755.0
X1,2014,South America,Silver,Diesel,Automatic,1.8,121775,36995,High,39286.0
X1,2010,Africa,Red,Hybrid,Manual,1.8,81046,37571,Low,37454.0
5 Series,2024,Europe,Red,Hybrid,Manual,3.3,119077,114746,High,31741.0
7 Series,2022,South America,Red,Electric,Automatic,1.8,118066,99930,High,90482.0
M3,2018,North America,Grey,Hybrid,Automatic,4.9,135530,80667,Low,79780.0
3 Series,2011,Africa,Black,Petrol,Automatic,4.8,113897,48502,High,38109.0
7 Series,2015,Asia,Black,Petrol,Automatic,2.6,192017,119469,Low,89485.0
M5,2024,Africa,Red,Hybrid,Automatic,4.3,11825,104029,Low,113217.0
M3,2024,Europe,Blue,Petrol,Automatic,4.6,150207,51062,High,70602.0
X3,2017,South America,Silver,Electric,Manual,3.1,159965,37975,Low,42355.0
X1,2012,North America,Blue,Hybrid,Manual,2.3,64502,65621,High,36214.0
X5,2014,South America,Black,Hybrid,Manual,2.0,197228,45355,Low,59858.0
X6,2023,Middle East,White,Petrol,Automatic,2.0,187455,51764,High,66759.0
7 Series,2016,Asia,Grey,Electric,Manual,4.3,16041,106138,Low,98141.0
5 Series,2013,Europe,Silver,Petrol,Manual,2.8,129024,51119,High,35202.0
X6,2021,Europe,Black,Petrol,Manual,3.4,94800,87480,High,62144.0
5 Series,2014,North America,Black,Petrol,Manual,2.9,93348,98414,High,30054.0
7 Series,2010,Africa,Silver,Diesel,Manual,1.9,20037,109205,High,94701.0
5 Series,2013,Middle East,Grey,Petrol,Manual,2.7,30823,67343,Low,35201.0
M3,2023,Middle East,Black,Petrol,Automatic,4.3,173931,97836,Low,75627.0
i8,2016,Middle East,Blue,Electric,Manual,1.6,1905,107978,High,151671.0
M5,2021,Africa,Black,Electric,Automatic,2.0,165352,42680,Low,110714.0
X1,2019,South America,Grey,Electric,Automatic,4.1,23672,85378,Low,37006.0
7 Series,2016,Asia,Red,Electric,Manual,2.7,135966,45642,Low,94712.0
X1,2019,South America,White,Electric,Automatic,3.8,176421,81080,Low,39487.0
M5,2019,Europe,White,Electric,Automatic,3.5,173333,119645,Low,110233.0
M5,2013,Africa,Red,Diesel,Manual,3.8,69844,41070,High,107853.0
7 Series,2021,Middle East,Blue,Petrol,Manual,1.7,20949,68844,Low,94347.0
i3,2015,Middle East,Grey,Diesel,Automatic,4.8,159404,36440,Low,43334.0
5 Series,2022,Europe,Black,Petrol,Automatic,1.6,132258,103829,Low,30508.0
5 Series,2014,Asia,Red,Electric,Automatic,1.5,167547,115591,Low,36952.0
M5,2010,Europe,Grey,Petrol,Automatic,2.3,134492,78782,Low,106135.0
X3,2017,Europe,Silver,Electric,Manual,5.0,61207,117794,Low,44027.0
3 Series,2021,North America,Blue,Diesel,Manual,1.8,123069,99395,Low,38191.0
X5,2016,Europe,Silver,Diesel,Automatic,4.6,12560,63647,Low,59766.0
M5,2024,Middle East,Silver,Petrol,Manual,2.1,995,48897,High,109572.0
i8,2014,Africa,Red,Hybrid,Automatic,1.9,121772,114748,Low,148804.0
X5,2022,Middle East,Grey,Electric,Automatic,4.2,116799,106557,High,59985.0
X3,2019,Asia,Red,Diesel,Automatic,4.5,163633,69000,High,43531.0
M5,2019,North America,Blue,Diesel,Automatic,4.3,103931,99883,Low,112479.0
i3,2016,Middle East,Silver,Electric,Automatic,2.3,108054,84938,Low,44989.0
7 Series,2024,Middle East,Silver,Electric,Manual,4.6,176713,79632,Low,87673.0
X1,2019,South America,Grey,Petrol,Automatic,1.8,162676,32029,Low,39756.0
M3,2012,South America,White,Electric,Manual,2.7,113252,101200,High,71005.0
X6,2017,Africa,Red,Electric,Manual,3.1,60043,117684,Low,66303.0
X5,2014,South America,Black,Diesel,Manual,1.7,101541,103571,High,56773.0
X6,2013,South America,Grey,Petrol,Manual,5.0,146869,70211,Low,66977.0
X3,2016,Asia,Grey,Hybrid,Automatic,3.7,153817,37952,Low,44710.0
X3,2019,Europe,Grey,Electric,Manual,4.3,168685,97643,Low,40721.0
X6,2013,Africa,Grey,Diesel,Manual,2.7,75903,68597,High,61408.0
7 Series,2018,Middle East,Black,Electric,Automatic,3.4,180993,56706,Low,97723.0
7 Series,2015,Middle East,Black,Petrol,Manual,2.6,131517,54611,High,94101.0
X5,2013,South America,Silver,Hybrid,Automatic,3.3,103100,85789,Low,55534.0
7 Series,2015,Middle East,Blue,Electric,Manual,4.0,19103,41549,Low,96789.0
7 Series,2019,Middle East,Black,Electric,Manual,1.8,84485,86020,High,92672.0
7 Series,2018,Europe,Red,Hybrid,Manual,4.3,102201,99600,High,96246.0
M5,2019,North America,Blue,Diesel,Manual,4.7,61888,36255,Low,114337.0
M3,2021,Europe,Silver,Petrol,Automatic,2.5,14441,73116,Low,78130.0
i3,2018,North America,Silver,Hybrid,Manual,4.2,168565,97602,Low,40091.0
X1,2018,Middle East,White,Hybrid,Manual,2.1,106744,89653,High,38335.0
X1,2018,Europe,Red,Diesel,Manual,3.3,27399,78393,Low,39010.0
X5,2012,North America,Silver,Electric,Automatic,4.3,131965,35766,High,59056.0
7 Series,2021,North America,Silver,Petrol,Manual,2.9,84790,97713,Low,91889.0
M5,2023,North America,White,Electric,Manual,3.4,137484,36273,Low,108418.0
3 Series,2018,North America,White,Hybrid,Manual,4.5,6027,48774,High,38969.0
M5,2012,Europe,White,Petrol,Manual,1.9,142094,49927,High,114683.0
7 Series,2019,South America,Red,Hybrid,Automatic,1.6,167021,73127,Low,89960.0
X5,2014,South America,Blue,Diesel,Manual,2.4,30212,105480,Low,57275.0
X1,2015,Europe,Blue,Diesel,Manual,2.8,160402,39146,Low,38494.0
X5,2018,South America,Red,Hybrid,Automatic,1.8,196353,118342,High,58112.0
X6,2010,Europe,Grey,Petrol,Automatic,1.8,180899,33522,High,63074.0
M3,2024,Middle East,Black,Hybrid,Automatic,3.7,46202,77957,Low,73538.0
X5,2017,South America,White,Electric,Manual,3.4,34078,86238,Low,58332.0
M3,2023,Asia,Silver,Hybrid,Automatic,3.1,167517,48221,Low,72756.0
M3,2013,Africa,Red,Electric,Automatic,2.9,179725,88962,Low,78991.0
X5,2019,South America,Black,Petrol,Automatic,3.9,137914,52934,Low,57385.0
5 Series,2016,Africa,Blue,Diesel,Automatic,4.5,134166,90210,Low,31818.0
X1,2015,Africa,Blue,Petrol,Manual,4.2,172358,98110,Low,35582.0
M3,2024,North America,Blue,Hybrid,Automatic,1.5,122900,32187,High,70068.0
X6,2015,Middle East,Blue,Hybrid,Automatic,1.8,101319,42580,Low,68198.0
5 Series,2016,Europe,Red,Diesel,Automatic,3.0,167363,102372,Low,36241.0
7 Series,2013,Middle East,Red,Petrol,Automatic,4.5,174791,98364,High,90937.0
3 Series,2015,Asia,Grey,Diesel,Automatic,2.3,24680,40756,Low,35298.0
X6,2012,Africa,Red,Electric,Manual,4.6,51274,111535,Low,60829.0
X6,2014,North America,Grey,Hybrid,Manual,1.9,45841,110274,Low,65885.0
M3,2023,Middle East,Grey,Hybrid,Manual,2.1,61320,73077,Low,70550.0
X3,2024,South America,White,Hybrid,Manual,3.1,34732,41506,Low,44910.0
X6,2022,Middle East,Silver,Electric,Manual,2.6,86625,78462,High,63595.0
M3,2011,Middle East,Grey,Electric,Automatic,2.0,70736,110289,High,70781.0
X5,2012,Middle East,Red,Diesel,Manual,3.7,110996,108373,Low,57105.0
M5,2022,Africa,Grey,Diesel,Manual,4.9,78550,46863,Low,105223.0
X5,2018,Middle East,Blue,Hybrid,Manual,3.8,135339,86444,Low,57775.0
5 Series,2015,Asia,White,Petrol,Manual,2.7,156195,74737,Low,33102.0
X1,2012,South America,Black,Electric,Automatic,4.0,51491,85157,High,37231.0
X6,2011,South America,Black,Diesel,Manual,2.0,112794,48439,Low,60136.0
7 Series,2014,South America,Blue,Diesel,Automatic,3.5,8695,55903,High,96371.0
M5,2019,Africa,Black,Petrol,Manual,3.1,142656,91433,Low,114880.0
5 Series,2023,North America,Silver,Electric,Automatic,2.8,110800,39765,Low,31574.0
M3,2014,Middle East,Blue,Petrol,Automatic,4.1,3272,53935,Low,77271.0
3 Series,2010,Middle East,White,Diesel,Manual,1.9,191381,101865,Low,39303.0
M3,2016,Middle East,White,Electric,Manual,4.5,77303,86456,Low,79435.0
5 Series,2018,Africa,Grey,Hybrid,Manual,2.2,190249,63069,Low,34932.0
X6,2014,Africa,White,Petrol,Manual,2.4,36814,98307,Low,63644.0
X3,2013,Africa,Blue,Hybrid,Manual,3.8,90607,117196,Low,43348.0
M3,2012,Middle East,Black,Hybrid,Automatic,4.2,46143,37997,High,73079.0
i8,2019,Asia,Silver,Hybrid,Automatic,2.5,18315,30835,Low,153888.0
M5,2022,Asia,Red,Petrol,Automatic,2.8,145646,75883,High,108875.0
X1,2018,Asia,Silver,Electric,Automatic,4.1,109488,46206,High,35799.0
X5,2023,Africa,Silver,Diesel,Automatic,2.5,15365,33703,Low,59903.0
i3,2016,Middle East,White,Diesel,Automatic,3.8,58476,111651,Low,40351.0
M3,2021,Asia,Grey,Electric,Manual,2.1,106945,53042,Low,73757.0
5 Series,2016,Middle East,Black,Electric,Manual,2.9,100031,58605,Low,33932.0
X3,2022,Europe,Silver,Electric,Manual,3.1,166757,105221,Low,40790.0
M3,2017,South America,Grey,Diesel,Manual,1.6,193450,109530,High,79538.0
i3,2019,Africa,White,Diesel,Manual,2.9,129730,95287,Low,43433.0
X3,2010,North America,Black,Petrol,Manual,2.5,16072,51730,Low,42648.0
X1,2020,Africa,Grey,Petrol,Manual,1.9,118529,78437,High,35887.0
X5,2013,Africa,Red,Petrol,Manual,1.5,25078,98563,Low,56393.0
M5,2022,Middle East,Silver,Hybrid,Manual,1.7,176146,41137,High,107971.0
X6,2022,Africa,Blue,Electric,Automatic,4.8,73472,110137,Low,69483.0
X1,2014,North America,White,Diesel,Automatic,4.1,3700,117414,High,35022.0
i8,2014,Africa,Red,Diesel,Manual,4.8,144625,100758,Low,148418.0
X3,2010,South America,Red,Electric,Manual,1.9,1348,81372,Low,41673.0
X5,2011,Asia,White,Electric,Manual,1.8,22181,68509,Low,58906.0
X3,2021,Asia,Silver,Hybrid,Automatic,1.6,29449,61359,Low,42162.0
7 Series,2016,Europe,White,Diesel,Automatic,3.1,23319,74776,Low,89862.0
5 Series,2022,Asia,White,Electric,Manual,3.8,177157,77984,High,36117.0
M5,2023,South America,Grey,Petrol,Automatic,1.7,84459,69217,High,114957.0
X6,2014,North America,Silver,Electric,Manual,2.8,153462,106985,High,65681.0
3 Series,2012,Middle East,Red,Diesel,Automatic,1.8,39517,71833,High,36003.0
X3,2020,Europe,Black,Hybrid,Manual,2.8,114095,65546,Low,42335.0
3 Series,2017,Africa,Blue,Hybrid,Manual,3.2,32218,66138,Low,37288.0
M5,2010,North America,Red,Electric,Automatic,2.7,15904,118027,High,107016.0
3 Series,2010,South America,White,Diesel,Manual,3.5,121254,44672,High,35332.0
3 Series,2023,South America,White,Petrol,Manual,3.5,116227,34778,Low,36512.0
X5,2015,South America,Silver,Diesel,Automatic,2.7,74660,51940,High,58708.0
5 Series,2010,North America,Blue,Diesel,Manual,2.9,65604,36190,High,35161.0
M3,2013,Europe,Blue,Petrol,Automatic,3.0,189157,114309,High,70492.0
M3,2015,Europe,White,Electric,Automatic,2.8,165662,114118,Low,75940.0
X5,2022,Middle East,Grey,Electric,Manual,2.0,112597,39849,Low,59970.0
M5,2018,Africa,White,Hybrid,Manual,4.5,75560,83036,Low,110066.0
X1,2024,Asia,Silver,Diesel,Manual,2.7,44487,67969,Low,39441.0
X1,2013,South America,Blue,Electric,Automatic,4.0,141471,91551,Low,38580.0
5 Series,2018,Africa,Black,Diesel,Automatic,4.6,68943,38694,High,31157.0
3 Series,2018,South America,Silver,Diesel,Automatic,4.6,75149,60433,Low,36323.0
5 Series,2015,Africa,White,Hybrid,Automatic,2.4,122796,110028,High,33508.0
X3,2016,Africa,Grey,Hybrid,Automatic,2.1,53646,42474,Low,41466.0
M3,2024,Africa,Silver,Hybrid,Automatic,4.3,133130,44673,High,74060.0
X6,2010,Middle East,Blue,Electric,Manual,4.3,194132,115248,Low,68699.0
i3,2014,South America,Black,Diesel,Automatic,3.0,195226,47880,High,43423.0
3 Series,2012,Europe,White,Diesel,Manual,3.5,76190,83565,Low,39873.0
X5,2019,Asia,White,Diesel,Manual,1.9,26317,66631,Low,57178.0
5 Series,2019,Asia,Black,Petrol,Automatic,3.9,30323,106787,Low,30438.0
X3,2022,South America,Silver,Electric,Automatic,3.2,129558,32156,Low,42239.0
3 Series,2015,Middle East,Red,Diesel,Automatic,3.3,92861,78299,Low,37142.0
5 Series,2022,North America,Grey,Electric,Automatic,3.4,26841,97993,Low,33927.0
5 Series,2023,Africa,Blue,Electric,Automatic,2.7,134017,89361,Low,31963.0
5 Series,2018,Europe,Red,Electric,Manual,2.7,133338,38679,Low,32591.0
M5,2016,South America,Red,Petrol,Automatic,2.0,16908,119563,High,112054.0
M3,2024,Asia,Black,Electric,Automatic,3.8,163543,40401,Low,78427.0
3 Series,2023,Europe,Silver,Electric,Automatic,3.9,30167,106591,High,39145.0
M3,2024,South America,Black,Electric,Automatic,4.9,181799,60053,Low,75291.0
X1,2013,Africa,Black,Diesel,Manual,3.1,103952,89080,Low,39041.0
X3,2022,North America,Black,Hybrid,Automatic,5.0,176422,38677,Low,41003.0
3 Series,2020,Asia,Grey,Diesel,Manual,2.2,108246,68351,Low,39255.0
5 Series,2015,South America,Silver,Diesel,Automatic,3.8,84902,84393,Low,31369.0
X6,2023,Middle East,Red,Petrol,Automatic,3.7,19050,90706,High,63947.0
X1,2012,Europe,White,Electric,Automatic,3.1,165188,99350,Low,39850.0
5 Series,2024,Asia,Blue,Electric,Automatic,3.3,182904,77388,Low,34557.0
i3,2020,Africa,Silver,Electric,Automatic,4.5,7965,89240,Low,44000.0
i3,2016,Europe,Grey,Diesel,Automatic,4.8,51014,95406,Low,42074.0
X5,2020,Asia,Silver,Diesel,Automatic,3.1,183101,115820,Low,57434.0
X3,2023,Asia,White,Petrol,Automatic,2.5,53814,105436,High,43146.0
i3,2021,Africa,White,Diesel,Automatic,3.2,71612,86103,High,40062.0
M5,2019,Asia,Blue,Diesel,Automatic,5.0,171265,62531,Low,111215.0
M3,2016,Asia,Blue,Petrol,Manual,2.7,13927,73187,High,78623.0
i8,2018,South America,Blue,Electric,Manual,3.7,192890,59377,Low,152804.0
X3,2023,South America,Red,Hybrid,Automatic,3.8,124021,33679,Low,42546.0
5 Series,2014,Africa,Silver,Petrol,Manual,4.3,29853,57209,High,30788.0
M3,2023,North America,Grey,Hybrid,Automatic,2.9,134441,85411,Low,70070.0
5 Series,2014,Middle East,White,Petrol,Manual,3.7,119118,59422,Low,30778.0
7 Series,2015,North America,Silver,Petrol,Manual,2.9,107128,114090,High,86343.0
X1,2023,South America,White,Electric,Manual,2.6,198538,108614,High,38341.0
3 Series,2020,Middle East,White,Diesel,Manual,3.4,163986,84270,Low,36704.0
3 Series,2011,Middle East,Silver,Hybrid,Manual,2.7,88925,82068,Low,39584.0
i8,2017,Europe,White,Hybrid,Automatic,3.0,147000,116958,High,144989.0
M5,2022,Asia,Grey,Electric,Automatic,1.9,114239,48981,Low,109631.0
M3,2023,Africa,Red,Petrol,Automatic,1.8,169205,49209,Low,79491.0
3 Series,2018,South America,Silver,Diesel,Manual,4.3,140451,104938,High,35324.0
3 Series,2023,Middle East,Black,Diesel,Manual,1.6,166487,68309,Low,38317.0
5 Series,2022,Europe,Black,Electric,Manual,3.6,124612,81122,Low,37968.0
3 Series,2011,South America,Blue,Diesel,Manual,4.0,89674,117764,Low,35844.0
X3,2012,Middle East,White,Petrol,Automatic,2.2,1903,84484,Low,41113.0
i3,2017,Middle East,Red,Diesel,Manual,2.0,49318,32736,Low,40741.0
3 Series,2020,Middle East,Silver,Electric,Automatic,1.9,2586,69875,Low,38327.0
X6,2015,Africa,Red,Hybrid,Manual,5.0,921,34690,Low,67872.0
X1,2024,South America,Grey,Electric,Automatic,2.6,74993,38573,Low,39323.0
M5,2014,Asia,Black,Diesel,Manual,3.8,45768,64910,High,114138.0
X5,2023,Middle East,Blue,Hybrid,Manual,3.1,188574,31394,Low,59583.0
M3,2020,Middle East,Silver,Electric,Automatic,2.4,11579,36896,Low,71384.0
X3,2010,Africa,Silver,Electric,Manual,4.2,50981,78452,Low,43168.0
7 Series,2012,Asia,Black,Diesel,Automatic,4.6,178602,76813,Low,89571.0
X6,2022,Europe,White,Hybrid,Manual,2.2,68188,49658,Low,62879.0
M3,2018,Asia,Red,Hybrid,Manual,1.7,126495,109433,Low,72615.0
X5,2010,Asia,Red,Hybrid,Manual,2.9,158892,77797,Low,59680.0
i8,2016,North America,Blue,Electric,Automatic,2.5,118516,72402,Low,141711.0
7 Series,2022,Middle East,Grey,Electric,Manual,1.8,39381,70927,High,89204.0
7 Series,2016,Europe,Grey,Petrol,Automatic,3.1,114261,55007,Low,97175.0
3 Series,2014,South America,Black,Petrol,Manual,2.2,154298,37228,Low,38673.0
X3,2023,Africa,Silver,Hybrid,Manual,3.8,143264,74211,Low,42398.0
M3,2010,South America,White,Petrol,Automatic,3.5,55524,42887,Low,78275.0
7 Series,2014,North America,Red,Diesel,Automatic,2.6,62054,100771,High,85619.0
X1,2019,Europe,Black,Diesel,Manual,2.0,6862,44632,Low,36449.0
X6,2013,South America,White,Petrol,Automatic,2.8,74016,70246,Low,64344.0
X5,2018,Africa,Blue,Petrol,Manual,4.2,191434,48493,Low,57457.0
i8,2014,Middle East,Blue,Hybrid,Automatic,2.3,90158,65483,Low,159314.0
X1,2019,South America,Grey,Electric,Automatic,2.0,190069,91107,Low,39224.0
X3,2021,North America,Red,Diesel,Manual,5.0,147703,49987,Low,40242.0
X3,2011,North America,Silver,Diesel,Manual,3.8,139739,69294,Low,40012.0
M3,2013,Europe,Black,Petrol,Automatic,2.3,129449,39106,Low,76553.0
X5,2022,Africa,White,Petrol,Automatic,4.2,187225,96479,Low,58496.0
X3,2021,North America,Red,Diesel,Manual,3.5,99665,61399,Low,42474.0
X5,2018,North America,Black,Hybrid,Automatic,4.1,25223,46264,Low,59142.0
X5,2017,Asia,Blue,Hybrid,Manual,4.5,171013,81824,Low,56290.0
X1,2012,South America,Black,Diesel,Manual,2.6,1241,99259,Low,39989.0
i3,2017,South America,Blue,Hybrid,Manual,4.7,46126,114258,High,42606.0
7 Series,2022,North America,Black,Electric,Manual,4.6,97874,108363,High,98273.0
5 Series,2011,North America,Silver,Electric,Automatic,3.4,58522,75921,Low,33594.0
7 Series,2012,Asia,Red,Petrol,Manual,3.9,144698,116355,High,90779.0
M3,2023,North America,White,Petrol,Automatic,2.9,192081,98308,Low,70658.0
X6,2014,North America,Blue,Petrol,Manual,3.8,124675,58011,Low,62783.0
7 Series,2020,Europe,Red,Petrol,Automatic,3.4,163926,46573,Low,93285.0
X3,2021,Middle East,White,Hybrid,Automatic,2.6,163719,97596,Low,44426.0
X3,2023,North America,Red,Petrol,Manual,2.6,187367,45852,Low,40516.0
5 Series,2019,South America,Black,Diesel,Manual,3.8,52100,43992,High,34793.0
X5,2019,North America,White,Hybrid,Automatic,4.8,187567,52347,Low,55159.0
X1,2017,Middle East,Blue,Electric,Manual,2.2,40138,69478,Low,37009.0
X6,2010,Europe,Silver,Diesel,Automatic,2.9,192013,95526,Low,62914.0
X3,2013,Europe,Silver,Hybrid,Automatic,4.3,136842,42809,Low,42571.0
X6,2010,Europe,Red,Diesel,Automatic,5.0,102933,51771,Low,63314.0
X3,2021,Africa,Red,Electric,Manual,3.9,189159,40832,Low,44511.0
i8,2014,Asia,Blue,Diesel,Manual,4.7,55571,52457,High,140049.0
5 Series,2015,Europe,Silver,Diesel,Automatic,4.4,23168,55447,High,34556.0
7 Series,2010,Europe,Blue,Petrol,Automatic,1.6,134962,112274,Low,92177.0
M5,2020,North America,White,Hybrid,Automatic,2.9,88408,70198,Low,112881.0
X5,2015,Africa,Black,Petrol,Automatic,2.2,123995,83189,Low,55234.0
X5,2014,Asia,Black,Petrol,Manual,4.5,145508,72913,Low,59189.0
3 Series,2013,Middle East,White,Electric,Manual,3.9,82615,107537,High,36458.0
7 Series,2019,Middle East,White,Electric,Automatic,1.9,165987,70704,Low,85347.0
X3,2014,Africa,White,Diesel,Manual,2.8,74113,99233,Low,44887.0
X5,2017,Asia,Grey,Electric,Automatic,1.7,122151,98085,Low,58190.0
X3,2018,Asia,Blue,Electric,Automatic,4.1,88220,101316,Low,40321.0
X5,2020,Africa,Red,Hybrid,Manual,3.0,96175,31690,Low,58881.0
X5,2023,North America,Red,Petrol,Manual,2.3,86415,66764,High,55403.0
X3,2021,Africa,Grey,Diesel,Automatic,3.3,130010,96042,Low,40486.0
X6,2011,North America,Black,Hybrid,Manual,1.6,148808,93203,Low,61763.0
i3,2015,North America,Red,Hybrid,Manual,2.4,104951,70413,Low,44574.0
M3,2012,Asia,Grey,Diesel,Manual,2.1,106855,32568,High,75419.0
X1,2024,Middle East,Blue,Petrol,Automatic,4.8,7276,35395,Low,37930.0
3 Series,2011,Europe,Grey,Hybrid,Manual,2.8,161278,59924,Low,37381.0
X3,2023,Middle East,Red,Petrol,Manual,3.3,133304,76890,Low,40680.0
5 Series,2022,South America,Silver,Diesel,Automatic,3.8,11916,46055,Low,33783.0
3 Series,2010,Middle East,Red,Petrol,Automatic,2.5,36076,81129,Low,37613.0
X3,2013,Africa,Black,Diesel,Manual,1.9,50008,55442,Low,40903.0
5 Series,2017,Europe,Silver,Hybrid,Manual,1.8,197508,32615,Low,33301.0
X1,2012,Asia,Red,Hybrid,Automatic,2.2,149997,73270,Low,38597.0
3 Series,2014,South America,Black,Diesel,Automatic,3.2,102024,80021,High,37138.0
X1,2023,Middle East,Grey,Diesel,Automatic,2.3,113712,76900,Low,35043.0
i8,2019,South America,Grey,Diesel,Manual,3.0,77458,119101,Low,145090.0
X5,2014,Africa,Red,Hybrid,Automatic,3.7,64735,41205,Low,57882.0
X1,2020,Asia,Silver,Hybrid,Manual,4.6,57223,37025,Low,39261.0
M3,2018,Asia,White,Petrol,Manual,1.7,57490,114850,Low,75049.0
X5,2024,Europe,Grey,Petrol,Manual,2.3,131970,32645,Low,57346.0
7 Series,2017,Middle East,Silver,Petrol,Manual,2.6,58646,117511,Low,89538.0
X1,2017,Africa,Blue,Diesel,Manual,2.5,75562,65888,Low,37893.0
5 Series,2022,Middle East,Red,Electric,Manual,1.9,135251,57681,High,32993.0
M5,2010,Africa,Black,Diesel,Manual,4.7,193509,52694,Low,114609.0
X1,2023,Asia,Red,Petrol,Automatic,3.0,77121,59829,Low,35993.0
X5,2017,South America,Red,Hybrid,Manual,4.6,175839,105256,Low,56312.0
M5,2019,Asia,Black,Electric,Manual,4.4,1388,107797,Low,105012.0
X5,2010,Asia,Red,Petrol,Manual,4.6,124011,30171,High,58175.0
7 Series,2018,Asia,White,Diesel,Automatic,3.5,188305,70424,Low,89714.0
7 Series,2011,Asia,White,Petrol,Automatic,3.4,78122,81630,Low,89021.0
7 Series,2012,Europe,Black,Hybrid,Manual,3.3,128380,101467,Low,96576.0
M5,2020,South America,Black,Petrol,Manual,4.3,38894,67858,Low,114711.0
X3,2015,Middle East,Silver,Hybrid,Automatic,4.9,199588,65282,High,44819.0
M3,2022,Asia,Black,Electric,Manual,4.4,97907,106059,Low,71376.0
X3,2024,Europe,Silver,Hybrid,Manual,4.5,20114,52570,High,42517.0
3 Series,2020,Africa,Red,Diesel,Automatic,3.2,67404,99930,High,39701.0
X3,2019,Europe,Silver,Petrol,Automatic,3.9,75155,96619,Low,44038.0
X5,2024,Europe,White,Petrol,Automatic,2.8,118554,30447,High,56070.0
7 Series,2024,Europe,Red,Hybrid,Automatic,4.6,162418,56567,Low,87882.0
X3,2013,Middle East,Black,Hybrid,Automatic,4.7,25347,34703,Low,40019.0
i8,2018,North America,Grey,Hybrid,Automatic,3.9,71227,41588,Low,151493.0
3 Series,2018,Africa,Red,Hybrid,Manual,4.4,16164,49524,Low,37627.0
3 Series,2019,Africa,Silver,Hybrid,Manual,2.8,181312,92497,Low,37096.0
i3,2014,North America,Red,Diesel,Automatic,3.0,65419,85612,Low,43617.0
M3,2016,Middle East,Grey,Petrol,Manual,4.4,174121,74313,Low,76988.0
3 Series,2018,Middle East,Blue,Electric,Automatic,2.9,58732,110113,High,39813.0
i8,2017,Middle East,Red,Diesel,Manual,1.6,63986,104046,Low,155505.0
M5,2020,North America,Red,Petrol,Manual,2.7,165754,118235,Low,106692.0
5 Series,2016,Middle East,White,Electric,Manual,2.9,178145,51217,Low,36465.0
M5,2021,Asia,Red,Hybrid,Manual,2.0,7464,79292,High,112332.0
7 Series,2017,Europe,Silver,Petrol,Manual,2.7,74794,95956,Low,94436.0
X5,2014,South America,Black,Electric,Automatic,4.8,161475,80094,High,59109.0
M3,2014,Europe,Blue,Petrol,Manual,3.1,19320,69231,Low,74812.0
M3,2010,Middle East,Silver,Petrol,Automatic,4.0,164999,104703,High,75699.0
X1,2015,Europe,Silver,Petrol,Automatic,2.0,69967,78227,High,38888.0
5 Series,2014,North America,Blue,Electric,Manual,4.1,81904,95472,High,37146.0
X6,2017,Asia,Red,Hybrid,Automatic,3.2,81642,109924,Low,62631.0
5 Series,2017,South America,Blue,Diesel,Automatic,4.0,73338,32506,Low,33904.0
X3,2011,Africa,Black,Petrol,Manual,3.8,103432,119695,High,41207.0
X3,2020,North America,Black,Petrol,Automatic,2.3,114408,30130,High,41501.0
5 Series,2015,Europe,Silver,Hybrid,Automatic,4.4,88919,102468,Low,34354.0
X3,2021,South America,Grey,Electric,Manual,3.5,3878,51722,Low,42397.0
7 Series,2020,South America,Silver,Electric,Manual,4.2,17280,37475,Low,86774.0
7 Series,2019,South America,Silver,Petrol,Manual,1.8,25224,113265,Low,97055.0
X6,2019,Europe,Black,Diesel,Manual,3.7,153965,101537,High,68660.0
5 Series,2024,Europe,Grey,Diesel,Manual,2.5,58164,69623,Low,34264.0
i3,2015,South America,Silver,Hybrid,Manual,4.5,165294,112108,Low,44355.0
X6,2012,Middle East,Red,Diesel,Manual,4.8,44206,79143,Low,66744.0
X3,2010,Europe,Red,Diesel,Manual,1.7,71358,52176,Low,43107.0
